Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
0,2007-10-05,31.768667221069336,34.57921595595695,26.258097754841593,28.358114831039718,855215656
1,2007-10-08,30.142332077026367,32.842352093381905,29.952856161576868,32.842352093381905,126671715
2,2007-10-09,32.19498825073242,32.4792000679655,28.53180181972493,30.1581290413598,116725709
3,2007-10-10,32.4949836730957,33.15814730449772,32.21077191198066,33.03182930053533,67931378
4,2007-10-11,36.12659454345703,37.89502972062777,32.2107765474939,37.89502972062777,106320954
5,2007-10-12,35.88974380493164,37.23185888108191,35.052896437619154,35.36868822024275,99410791
6,2007-10-15,36.363441467285156,36.85292143472364,36.04764959791891,36.63186541288673,41814972
7,2007-10-16,40.07398986816406,40.70557779452321,36.1581721372219,36.41080388120499,138614496
8,2007-10-17,43.20032501220703,44.210856100202534,33.50551387670034,36.0002701296392,204876259
9,2007-10-18,41.684532165527344,47.195101581873935,39.9003090953868,43.895075083662775,146617799
10,2007-10-19,41.54243087768555,43.231918208033804,39.47399159696339,40.73715905394133,110266491
11,2007-10-22,40.98979568481445,42.26875103949531,39.63188807977415,40.705583859685525,72253405
12,2007-10-23,43.91086959838867,44.30560942634683,42.000326261150434,42.000326261150434,74594921
13,2007-10-24,43.23191833496094,45.31614550173401,42.74243837402412,44.84245342077526,63055170
14,2007-10-25,43.137176513671875,44.14771215586897,38.1002947484475,41.763481097410576,34522489
15,2007-10-26,44.43193054199219,45.14246231590969,42.71086297633352,43.89508259952937,62370025
16,2007-10-29,45.33191680908203,46.4214000589069,44.93717712192805,45.15823306001417,43657697
17,2007-10-30,46.34245681762695,47.58983178551745,44.589809859137546,45.947717090471706,79921711
18,2007-10-31,47.305625915527344,48.347741494602495,46.421410530130885,46.579306440608875,44655368
19,2007-11-01,46.24772644042969,48.83722130849418,45.86877879257705,48.474061539768336,50632492
20,2007-11-02,47.08456802368164,47.368784077610115,44.21086171254235,44.574025718517504,32001693
21,2007-11-05,48.04773712158203,49.10564056896076,46.76877768823139,47.052993751109746,38833135
22,2007-11-06,48.6793098449707,51.75827938150727,48.016146318922885,48.884573624099865,81880281
23,2007-11-07,47.96880340576172,50.27408264911961,46.89511176204985,49.57934301293049,33593141
24,2007-11-08,47.14773178100586,48.426691273973724,46.10562044587726,46.73720411157965,27990521
25,2007-11-12,48.284603118896484,49.137243131981386,44.479307396146616,45.72668736284441,35153735
26,2007-11-13,49.43722915649414,50.431972705880916,47.542477906918776,49.10564940109902,43830531
27,2007-11-14,48.789852142333984,51.000395022910794,48.537216100347486,50.30565126144913,36738579
28,2007-11-15,49.610923767089844,50.47935153709188,48.679335900534134,49.70565962871836,29242252
29,2007-11-16,49.26354217529297,50.384601546026595,48.695114266998935,49.389858060513475,18895294
30,2007-11-19,51.04777908325195,52.89516278850466,50.00566739475161,50.38461515275068,40716718
31,2007-11-20,50.25827407836914,52.263552749915526,49.6424783904328,50.842489731477954,26342171
32,2007-11-21,46.34245681762695,50.85827758300296,45.22139342258594,50.55827796028507,26814499
33,2007-11-22,44.74771499633789,47.716161784483496,42.80559599406892,45.852986460757755,34096185
34,2007-11-23,47.71617126464844,48.00038312675433,45.03193574884283,47.68459121703624,27664090
35,2007-11-26,48.095115661621094,49.484599111686656,47.71616796607681,49.484599111686656,20159123
36,2007-11-27,46.9108772277832,48.91615576655575,46.421401711566226,48.91615576655575,20573198
37,2007-11-28,46.21615219116211,48.158275727213855,45.90036030344008,47.93721969252779,16435311
38,2007-11-29,44.968772888183594,47.62142365738499,44.384557090137754,47.368791882490086,25530967
39,2007-11-30,46.70561981201172,46.989831579016965,45.15824082880498,45.78982443690573,18437721
40,2007-12-03,47.3687744140625,47.952989996664144,46.91087467232616,47.27403432101378,16851227
41,2007-12-04,46.752994537353516,48.079322020875956,46.40562264564991,47.68458220830393,14008727
42,2007-12-05,48.61616516113281,48.789853247031346,46.7372062400198,46.831942080909144,27725290
43,2007-12-06,47.71617126464844,50.416190379457284,47.10037532741741,49.67407853497941,24104710
44,2007-12-07,47.510902404785156,48.695122048980096,46.658266830885914,48.01617030961537,11742386
45,2007-12-10,47.558265686035156,48.142477174232724,46.94246987341481,47.96879337231469,8330010
46,2007-12-11,47.33720779418945,48.25300325391725,47.100363919266705,47.98457933903129,11685950
47,2007-12-12,47.305625915527344,47.73194573045806,46.421410530130885,46.737202351086864,16342131
48,2007-12-13,46.516151428222656,48.000374861611256,46.342467621064934,47.368791150926945,14620172
49,2007-12-14,46.058250427246094,46.78457424714731,45.821406541382856,46.35825439595328,10991851
50,2007-12-17,43.2792854309082,46.57931207215961,42.63190954975873,46.3266760149301,19355678
51,2007-12-18,43.08979797363281,44.52664883644282,41.74768293003224,42.78979407413619,21607783
52,2007-12-19,42.30032730102539,44.85824206489126,41.937167541207614,44.479290143133,19526912
53,2007-12-20,41.874019622802734,43.20034745100808,41.684543606887374,42.85297546903028,17105204
54,2007-12-24,43.1529655456543,43.83191712324968,42.158217854981096,42.50558972448596,16711519
55,2007-12-26,44.4635009765625,45.000348802970734,43.38980960694686,43.38980960694686,20930094
56,2007-12-27,44.779300689697266,46.01088819171813,44.40034871221319,45.37930441804573,44565277
57,2007-12-28,45.12666702270508,45.31614298793763,44.21086723794793,44.68455500942878,18354518
58,2007-12-31,45.458251953125,45.726675910997855,44.905616156469755,45.474044117236076,11982308
59,2008-01-01,46.29509735107422,46.7214172302441,45.26877377831772,45.69509365748761,16687746
60,2008-01-02,46.04246520996094,46.64246889886191,45.363513554541385,46.29509698953988,13437280
61,2008-01-03,47.93721008300781,48.12668603429889,45.20561165843035,45.75824735116223,31815218
62,2008-01-04,47.68458557128906,49.26354493293426,47.368793698960026,48.63196118827618,28011310
63,2008-01-07,47.289833068847656,48.379312166749884,46.78456535176824,47.38456889189993,15858063
64,2008-01-08,45.67929458618164,48.000365107945605,45.12665895162833,47.33720148984157,13282666
65,2008-01-09,44.95298767089844,45.93194344547593,44.84245964610387,45.72667956125853,13113527
66,2008-01-10,43.87928009033203,46.42140660394235,43.57927617251704,45.15823942695347,18023003
67,2008-01-11,44.54243850708008,44.96875823610946,42.7897916840037,44.479278442335044,11629440
68,2008-01-14,45.22140884399414,45.69509667811751,43.91087335955984,44.62140511074488,10264240
69,2008-01-15,43.84770202636719,46.137192637631955,43.48454230328943,45.94772097912219,11558334
70,2008-01-16,42.94770812988281,43.89508385554779,41.858228615289214,43.53192401734992,14834065
71,2008-01-17,44.100345611572266,45.079301242417216,42.1898022726391,43.105597817674216,16169395
72,2008-01-18,42.047698974609375,43.78455423859023,41.68453490194324,43.73718203210243,13254156
73,2008-01-21,34.89501190185547,41.68453743771271,30.394975393465582,41.68453743771271,33202389
74,2008-01-22,31.38971710205078,33.158152290650925,24.93177215866666,31.452875042729247,58755707
75,2008-01-23,34.89501190185547,36.23712741475748,31.894988990662736,31.894988990662736,28425991
76,2008-01-24,34.973960876464844,37.452928104518115,33.316053430615426,36.773976388096315,29911930
77,2008-01-25,36.773963928222656,36.94764769804001,35.28974081392798,36.6318559105901,12550722
78,2008-01-28,37.16872024536133,37.45293212422734,33.31605700632644,36.26871239295048,13601109
79,2008-01-29,36.552921295166016,37.800301023812715,36.0002854655735,37.26345307607068,7679877
80,2008-01-30,34.5318489074707,36.78975982324621,34.07394900258145,36.63186389510525,9016102
81,2008-01-31,32.273929595947266,34.98973989033345,31.894979870163194,34.89500192348739,41538563
82,2008-02-01,33.394989013671875,33.63183284663125,32.52656162615417,32.82656338624937,9089201
83,2008-02-04,35.116065979003906,35.5265958605003,34.02658439697176,34.02658439697176,12009385
84,2008-02-05,36.20554733276367,36.67923516036508,34.42132403877202,35.17922370629396,14593303
85,2008-02-06,35.88974380493164,36.31606356811353,33.88446727023188,35.21079232893095,12429218
86,2008-02-07,34.200260162353516,36.61606866275582,33.979206335665765,35.40026940357295,11300078
87,2008-02-08,33.3160514831543,34.70553488086193,32.7002556116968,34.42132304911287,13514197
88,2008-02-11,30.96339988708496,33.78973885333814,30.631817993332277,33.78973885333814,15133331
89,2008-02-12,30.41075897216797,32.100246057644036,30.158125089068694,31.894982232276067,10237627
90,2008-02-13,29.968647003173828,31.342339932400847,29.352853473409986,30.947600215680435,10395753
91,2008-02-14,32.58972930908203,32.92131120280478,30.63181799056702,30.63181799056702,12514003
92,2008-02-15,33.52131652832031,33.78974048901879,31.594985160203773,32.46341284980371,12080990
93,2008-02-18,33.33183288574219,34.27921047118772,33.04762110922874,34.27921047118772,6977153
94,2008-02-19,32.96868133544922,34.01079501055831,32.716047392755975,33.93184703731673,7226542
95,2008-02-20,32.147621154785156,32.66867905661935,31.784461339058954,32.65288903384847,5604999
96,2008-02-21,32.368675231933594,32.92131100427193,31.97393539454907,32.668677080025695,3874365
97,2008-02-22,31.958139419555664,32.1634032401187,30.963393929687935,31.294975759643844,2691220
98,2008-02-25,32.22657012939453,32.62131000294024,31.452880405565114,32.33709815062768,6270186
99,2008-02-26,32.352882385253906,32.81078012831887,32.19498646408665,32.52656832685799,7139423
100,2008-02-27,34.24763870239258,35.93712403355984,32.82657519350007,32.82657519350007,43223132
101,2008-02-28,35.2108039855957,35.47922794632852,34.10553238050894,34.57922021126041,35763847
102,2008-02-29,34.705528259277344,35.68448374470273,34.13710470423067,34.989742178400995,16477462
103,2008-03-03,33.25288772583008,34.35816131144272,32.87393794477458,33.18972978592091,10049153
104,2008-03-04,32.40025329589844,33.6002628358651,31.579195714995446,33.47394694391101,11485198
105,2008-03-05,33.000247955322266,33.158143837565916,31.610762906618184,32.55813820008007,8581053
106,2008-03-07,31.310762405395508,32.526561603721824,30.000225245630773,32.526561603721824,14251925
107,2008-03-10,31.199684143066406,31.42185842344663,29.40641769487319,31.35838036511732,11713659
108,2008-03-11,33.77056884765625,34.08796133918647,30.215773373008826,30.945774381563876,19665129
109,2008-03-12,32.913604736328125,34.91317757095696,32.596212291226884,34.69100328987715,12262350
110,2008-03-13,28.3907527923584,32.37402951624132,27.613141936371544,32.05663715441365,47000084
111,2008-03-14,30.342721939086914,30.469678043045228,28.59706367115733,29.18423834253334,35798540
112,2008-03-17,29.152494430541992,29.77140907755551,28.533579783528477,29.77140907755551,19211273
113,2008-03-18,29.406421661376953,29.977728568312386,28.6288083464744,29.10489707684467,12632937
114,2008-03-19,29.580989837646484,32.94534912104579,29.390553472426127,30.787079642523093,16449023
115,2008-03-24,29.866636276245117,30.69185749100547,29.215981336044297,30.69185749100547,11636914
116,2008-03-25,30.99337387084961,31.183808008697817,30.08880472059235,30.644241389445614,13232423
117,2008-03-26,30.802936553955078,31.54880948825316,30.469674133259023,30.787066504882926,11448313
118,2008-03-27,31.358379364013672,31.65990389824857,30.342724005803266,30.342724005803266,17425122
119,2008-03-28,31.421859741210938,31.659906236725732,30.59664064341146,31.501207855564083,11599511
120,2008-03-31,31.199684143066406,31.564686745256665,30.78707353524298,31.42185842344663,9914705
121,2008-04-01,31.263153076171875,31.707503659688633,30.866412636846903,31.421849251901868,6034588
122,2008-04-02,31.7709903717041,32.69142973365409,31.421857828816993,31.421857828816993,6087024
123,2008-04-03,31.517074584960938,31.993163220868862,31.26316021531902,31.85033706058751,3883474
124,2008-04-04,31.358379364013672,31.72338195455137,30.75533460045427,31.72338195455137,5906537
125,2008-04-07,31.231416702270508,31.54880906968345,30.866414188272778,31.405982934838576,4088729
126,2008-04-08,30.43793296813965,31.247283860666254,30.215758761993307,31.183803671091972,5753811
127,2008-04-09,30.51728630065918,30.78706854292568,30.1681538077791,30.533156350781898,3776374
128,2008-04-10,31.12032699584961,31.342501211718666,30.35858621216867,30.469672243875877,7075297
129,2008-04-11,31.263153076171875,31.580545427631858,30.9457607247119,31.421849251901868,4012660
130,2008-04-15,31.73925018310547,31.897946390971896,30.533158572829617,31.07272524908445,6362785
131,2008-04-16,31.310758590698242,32.27880555000493,31.183800377413736,32.056631367324954,4725794
132,2008-04-17,32.51686477661133,33.262735744812225,31.43772915199264,31.78686170899243,14831167
133,2008-04-21,33.04055404663086,33.61186076060802,32.69142372041776,33.00881610013231,7639361
134,2008-04-22,33.58012771606445,33.96100037369833,32.69143058813283,33.008823034524205,8814769
135,2008-04-23,33.61186218261719,34.00860267404518,33.16751369319981,33.6436022829134,5265604
